Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP104938,Female,Yes,2,Graduate,Yes,39319,14036,365,360,1.0,Semiurban,N
LP104939,Male,Yes,1,Graduate,Yes,17737,27468,159,60,1.0,Semiurban,Y
LP104940,Male,No,3+,Not Graduate,No,27013,8544,163,60,1.0,Rural,Y
LP104941,Female,Yes,2,Graduate,Yes,47011,3445,354,120,0.0,Rural,N
LP104942,Male,Yes,1,Graduate,No,4105,6114,579,60,0.0,Rural,N
LP104943,Female,No,0,Graduate,No,37391,8561,588,180,0.0,Semiurban,N
LP104944,Male,No,3+,Not Graduate,Yes,7256,5671,292,120,1.0,Rural,N
LP104945,Male,No,3+,Graduate,Yes,35459,13776,83,180,1.0,Semiurban,Y
LP104946,Male,No,2,Not Graduate,No,48663,23596,604,60,0.0,Urban,Y
LP104947,Female,No,0,Not Graduate,No,39626,18856,324,360,0.0,Rural,N
LP104948,Male,Yes,0,Not Graduate,Yes,37001,13395,291,60,,Rural,Y
LP104949,Male,No,1,Not Graduate,No,34688,27547,660,120,0.0,Rural,N
LP104950,Female,No,0,Not Graduate,Yes,34639,29962,132,180,0.0,Semiurban,Y
LP104951,Male,Yes,1,Graduate,No,38297,19584,440,120,0.0,Rural,Y
LP104952,Female,Yes,1,Graduate,Yes,45696,1799,536,60,1.0,Rural,Y
LP104953,Male,Yes,2,Not Graduate,No,45900,22731,50,60,1.0,Rural,N
LP104954,Male,No,0,Not Graduate,Yes,48558,9709,334,360,1.0,Rural,Y
LP104955,Male,No,3+,Graduate,No,1843,17522,206,180,0.0,Rural,N
LP104956,Male,Yes,2,Graduate,Yes,34554,26211,517,120,,Urban,Y
LP104957,Male,Yes,0,Not Graduate,Yes,30925,29568,506,360,1.0,Semiurban,N
LP104958,Male,No,1,Graduate,Yes,20923,16108,416,120,0.0,Rural,N
LP104959,Male,Yes,3+,Not Graduate,No,17439,5613,482,180,1.0,Rural,N
LP104960,Female,No,3+,Graduate,No,22323,29566,258,180,1.0,Rural,Y
LP104961,Female,Yes,1,Graduate,Yes,31002,17302,319,60,0.0,Semiurban,N
LP104962,Male,No,3+,Not Graduate,Yes,5370,19292,294,360,1.0,Urban,N
LP104963,Female,No,2,Not Graduate,Yes,30358,6593,80,120,0.0,Semiurban,Y
LP104964,Male,No,3+,Not Graduate,Yes,39107,19633,277,360,0.0,Rural,Y
LP104965,Male,No,0,Graduate,Yes,44272,7936,357,180,0.0,Semiurban,N
LP104966,Female,Yes,3+,Graduate,Yes,42888,14104,195,180,,Urban,Y
LP104967,Male,Yes,3+,Graduate,Yes,10764,21171,256,120,0.0,Semiurban,N
LP104968,Female,No,2,Graduate,No,37549,26155,135,120,1.0,Semiurban,Y
LP104969,Male,No,3+,Not Graduate,Yes,21794,8831,474,180,,Urban,N
LP104970,Female,No,2,Graduate,No,15792,18040,434,60,1.0,Urban,Y
LP104971,Female,Yes,1,Graduate,Yes,22429,22931,444,360,0.0,Rural,Y
LP104972,Female,Yes,1,Not Graduate,No,11926,24377,643,60,1.0,Semiurban,Y
LP104973,Male,Yes,3+,Graduate,Yes,21095,17935,689,120,0.0,Semiurban,N
LP104974,Female,Yes,0,Not Graduate,No,36645,21071,209,360,0.0,Urban,N
LP104975,Female,Yes,0,Graduate,No,2685,3462,199,180,1.0,Rural,N
LP104976,Male,No,1,Not Graduate,Yes,10581,27149,185,360,0.0,Rural,N
LP104977,Male,Yes,2,Graduate,No,48006,22181,207,360,1.0,Urban,Y
LP104978,Female,Yes,1,Graduate,No,34986,26044,406,180,1.0,Rural,N
LP104979,Female,Yes,0,Not Graduate,Yes,12756,28010,459,180,1.0,Rural,N
LP104980,Male,Yes,3+,Graduate,Yes,4509,20936,269,360,0.0,Semiurban,Y
LP104981,Male,No,2,Not Graduate,Yes,41297,17528,393,60,1.0,Urban,Y
LP104982,Female,Yes,0,Graduate,No,36298,157,197,180,1.0,Semiurban,Y
LP104983,Male,Yes,3+,Not Graduate,No,2351,16570,494,60,1.0,Urban,N
LP104984,Female,Yes,2,Not Graduate,Yes,35094,27391,662,120,0.0,Rural,Y
LP104985,Female,Yes,2,Graduate,Yes,35250,18689,451,60,1.0,Urban,N
LP104986,Female,Yes,3+,Not Graduate,Yes,19930,13949,230,120,1.0,Semiurban,N
LP104987,Male,Yes,3+,Graduate,Yes,41168,27260,341,120,1.0,Urban,N
LP104988,Male,No,3+,Not Graduate,No,2308,6038,299,60,1.0,Rural,N
LP104989,Male,Yes,2,Not Graduate,Yes,28560,3599,114,360,1.0,Rural,N
LP104990,Male,No,0,Graduate,Yes,39119,6313,656,180,,Urban,Y
LP104991,Female,No,3+,Not Graduate,Yes,20497,29832,86,180,0.0,Semiurban,Y
LP104992,Male,Yes,0,Graduate,No,4228,22139,625,360,1.0,Rural,N
LP104993,Male,Yes,0,Not Graduate,No,1044,12067,246,60,0.0,Urban,Y
LP104994,Female,No,2,Graduate,No,30440,1654,166,180,0.0,Urban,Y
LP104995,Female,No,0,Not Graduate,No,43660,4161,406,180,0.0,Urban,N
LP104996,Female,No,2,Not Graduate,No,32124,23900,180,360,0.0,Urban,Y
LP104997,Female,No,2,Graduate,No,4284,1235,302,120,0.0,Rural,Y
LP104998,Male,No,2,Graduate,No,16957,23398,621,360,0.0,Urban,Y
LP104999,Male,No,1,Not Graduate,No,18517,19037,239,120,0.0,Rural,N
LP105000,Female,No,3+,Not Graduate,Yes,19207,18700,574,180,1.0,Urban,Y
LP105001,Female,Yes,1,Not Graduate,Yes,20279,7242,679,120,0.0,Semiurban,Y
LP105002,Female,Yes,0,Graduate,No,8300,14618,639,60,1.0,Urban,Y
LP105003,Male,Yes,2,Not Graduate,No,46514,6149,189,360,0.0,Rural,N
LP105004,Female,No,0,Not Graduate,Yes,19930,14316,524,120,1.0,Urban,Y
LP105005,Male,No,1,Not Graduate,No,45420,2555,420,60,0.0,Rural,N
LP105006,Female,Yes,1,Graduate,Yes,9690,28003,262,180,1.0,Rural,N
LP105007,Female,No,3+,Not Graduate,Yes,8926,22119,278,180,0.0,Rural,N
LP105008,Female,No,3+,Not Graduate,Yes,31472,3218,411,120,0.0,Urban,Y
LP105009,Female,No,2,Graduate,No,33677,18464,511,360,1.0,Urban,Y
LP105010,Male,Yes,1,Not Graduate,No,48645,29575,610,180,0.0,Rural,N
LP105011,Female,Yes,0,Not Graduate,Yes,24202,23661,451,60,0.0,Rural,Y
LP105012,Female,No,2,Graduate,Yes,22178,17003,581,60,1.0,Rural,Y
LP105013,Female,Yes,2,Graduate,No,19082,22373,313,360,0.0,Semiurban,Y
LP105014,Female,Yes,3+,Graduate,No,18555,15783,68,180,0.0,Semiurban,Y
LP105015,Female,Yes,3+,Graduate,Yes,7216,3867,630,120,1.0,Urban,N
LP105016,Male,No,1,Not Graduate,Yes,3461,26360,666,180,0.0,Urban,Y
LP105017,Female,Yes,3+,Graduate,No,49544,29681,389,120,1.0,Rural,N
LP105018,Female,Yes,3+,Graduate,No,12410,4437,274,360,1.0,Semiurban,N
LP105019,Male,Yes,2,Graduate,No,21578,4420,601,360,1.0,Rural,N
LP105020,Male,Yes,1,Not Graduate,Yes,49449,7464,630,360,0.0,Rural,N
LP105021,Male,Yes,3+,Not Graduate,Yes,18013,18098,522,360,0.0,Urban,N
LP105022,Female,Yes,2,Graduate,No,32117,18648,611,360,1.0,Rural,N
LP105023,Male,No,2,Not Graduate,No,34671,24188,336,120,1.0,Rural,N
LP105024,Female,Yes,3+,Graduate,Yes,31917,25693,112,180,0.0,Urban,N
LP105025,Female,No,0,Graduate,No,10371,8611,505,60,1.0,Rural,Y
LP105026,Male,Yes,2,Not Graduate,Yes,31547,8609,691,60,,Semiurban,N
LP105027,Female,No,3+,Graduate,Yes,16423,26283,84,120,1.0,Rural,N
LP105028,Female,Yes,0,Not Graduate,Yes,2868,4840,451,180,0.0,Urban,N
LP105029,Female,Yes,0,Not Graduate,Yes,40646,25471,499,180,1.0,Semiurban,N
LP105030,Female,No,2,Not Graduate,No,25207,29372,240,180,1.0,Urban,N
LP105031,Female,Yes,3+,Graduate,No,49351,5416,82,60,0.0,Rural,N
LP105032,Female,Yes,2,Graduate,Yes,19079,8782,110,120,1.0,Urban,Y
LP105033,Female,Yes,1,Graduate,Yes,7745,325,563,360,1.0,Rural,Y
LP105034,Female,Yes,1,Not Graduate,No,30452,19230,177,60,0.0,Urban,Y
LP105035,Male,Yes,2,Graduate,No,29678,29181,668,60,0.0,Rural,Y
LP105036,Female,Yes,1,Not Graduate,Yes,20469,1613,297,120,0.0,Urban,Y
LP105037,Female,No,0,Graduate,Yes,20555,20316,97,120,1.0,Semiurban,Y
LP105038,Male,Yes,2,Graduate,No,1853,13922,539,120,1.0,Urban,N
LP105039,Female,Yes,0,Not Graduate,No,49583,23480,652,180,1.0,Semiurban,Y
LP105040,Male,No,0,Graduate,Yes,13678,22586,318,360,0.0,Semiurban,N
LP105041,Female,No,1,Not Graduate,No,22222,26237,622,180,1.0,Urban,Y
LP105042,Female,Yes,1,Not Graduate,No,35424,1367,536,60,1.0,Semiurban,Y
LP105043,Female,No,0,Not Graduate,No,39973,26907,250,360,1.0,Semiurban,N
LP105044,Female,No,1,Not Graduate,Yes,33666,22515,661,120,0.0,Semiurban,N
LP105045,Male,Yes,0,Graduate,Yes,17374,4151,303,180,1.0,Urban,N
LP105046,Male,No,0,Not Graduate,No,15546,410,184,60,1.0,Semiurban,Y
LP105047,Female,No,3+,Graduate,No,27695,19191,249,60,0.0,Semiurban,Y
LP105048,Male,No,3+,Not Graduate,Yes,13125,17516,575,180,0.0,Urban,Y
LP105049,Male,Yes,1,Graduate,Yes,43045,8860,340,360,1.0,Urban,Y
LP105050,Female,Yes,2,Graduate,No,17364,24690,235,60,1.0,Rural,Y
LP105051,Male,No,1,Graduate,No,43957,6185,263,360,0.0,Rural,Y
LP105052,Male,No,0,Graduate,Yes,38202,5516,580,180,1.0,Rural,Y
LP105053,Female,No,1,Graduate,No,20036,21496,377,60,1.0,Rural,Y
LP105054,Female,Yes,0,Not Graduate,Yes,10634,4810,410,120,0.0,Rural,Y
LP105055,Female,Yes,1,Not Graduate,No,16304,14341,266,180,1.0,Semiurban,N
LP105056,Female,Yes,3+,Not Graduate,Yes,25133,7794,201,60,0.0,Semiurban,Y
LP105057,Female,Yes,0,Not Graduate,No,12115,292,186,60,1.0,Semiurban,N
LP105058,Male,No,0,Not Graduate,No,8786,28427,678,60,0.0,Semiurban,Y
LP105059,Female,Yes,3+,Graduate,Yes,15718,795,331,180,1.0,Rural,Y
LP105060,Female,Yes,1,Graduate,No,17708,4298,671,60,0.0,Semiurban,N
LP105061,Male,Yes,0,Graduate,No,9981,14639,303,60,1.0,Urban,Y
LP105062,Male,No,0,Not Graduate,Yes,1129,8443,695,60,0.0,Rural,Y
LP105063,Male,Yes,1,Not Graduate,Yes,14659,21950,412,360,1.0,Rural,Y
LP105064,Female,No,1,Graduate,No,14685,28656,87,120,1.0,Semiurban,N
LP105065,Female,No,3+,Graduate,No,48707,974,659,180,1.0,Rural,Y
LP105066,Male,No,0,Not Graduate,No,11959,14651,306,360,0.0,Rural,Y
LP105067,Female,Yes,3+,Graduate,Yes,30751,8745,113,60,0.0,Semiurban,N
LP105068,Male,Yes,0,Graduate,Yes,8588,26245,664,360,1.0,Urban,Y
LP105069,Female,No,1,Not Graduate,No,24669,7555,180,60,1.0,Rural,N
LP105070,Female,No,3+,Not Graduate,No,42164,9896,53,60,0.0,Rural,Y
LP105071,Female,No,2,Graduate,No,23253,14064,323,360,0.0,Rural,Y
LP105072,Male,No,3+,Graduate,No,17591,4531,669,180,1.0,Urban,N
LP105073,Male,No,3+,Not Graduate,Yes,27398,7632,149,120,0.0,Urban,N
LP105074,Male,No,0,Graduate,Yes,19260,10066,347,120,0.0,Urban,Y
LP105075,Male,Yes,2,Not Graduate,No,36634,4067,564,120,1.0,Semiurban,Y
LP105076,Male,Yes,2,Graduate,No,15632,22205,533,180,0.0,Urban,N
LP105077,Male,Yes,0,Graduate,Yes,15510,22729,416,120,1.0,Semiurban,N
LP105078,Female,Yes,3+,Not Graduate,No,31026,4880,115,360,1.0,Semiurban,N
LP105079,Male,Yes,0,Not Graduate,Yes,44622,8748,524,60,0.0,Rural,Y
LP105080,Male,Yes,2,Graduate,Yes,13316,3062,284,120,0.0,Semiurban,N
LP105081,Female,Yes,3+,Not Graduate,No,39144,23943,190,120,0.0,Urban,Y
LP105082,Female,No,1,Not Graduate,Yes,1222,4765,486,180,0.0,Urban,N
LP105083,Male,Yes,3+,Not Graduate,No,42021,10421,603,180,1.0,Urban,N
LP105084,Female,Yes,0,Graduate,No,40769,16139,228,360,1.0,Urban,Y
LP105085,Female,Yes,1,Graduate,No,27983,26602,495,120,0.0,Urban,N
LP105086,Male,No,1,Graduate,Yes,4452,18158,541,120,0.0,Semiurban,N
LP105087,Male,No,3+,Graduate,No,11892,8914,336,180,,Semiurban,Y
LP105088,Female,No,1,Not Graduate,No,7355,20524,232,120,1.0,Urban,Y
LP105089,Male,Yes,2,Not Graduate,No,12592,12048,648,180,,Rural,N
LP105090,Male,Yes,0,Not Graduate,Yes,17259,26509,165,60,0.0,Semiurban,Y
LP105091,Male,No,1,Graduate,Yes,7315,2443,57,180,1.0,Rural,N
LP105092,Male,No,1,Graduate,No,3560,26648,82,360,0.0,Urban,Y
LP105093,Male,Yes,0,Not Graduate,No,8551,20543,296,60,0.0,Urban,N
LP105094,Male,No,2,Not Graduate,No,12763,24629,127,120,1.0,Semiurban,N
LP105095,Female,No,2,Not Graduate,Yes,9965,8717,64,180,1.0,Rural,Y
LP105096,Female,No,1,Not Graduate,No,29752,6972,434,360,0.0,Semiurban,N
LP105097,Female,No,3+,Graduate,Yes,19396,21236,267,360,0.0,Urban,N
LP105098,Male,Yes,1,Graduate,No,34172,10871,611,60,0.0,Rural,Y
LP105099,Male,Yes,3+,Not Graduate,Yes,11537,12488,418,60,0.0,Rural,Y
LP105100,Female,No,2,Graduate,No,28753,238,55,60,0.0,Rural,Y
LP105101,Female,Yes,0,Graduate,Yes,28905,8396,683,60,1.0,Semiurban,N
LP105102,Male,Yes,1,Not Graduate,Yes,13753,24690,421,360,1.0,Semiurban,Y
LP105103,Male,Yes,3+,Not Graduate,No,9661,7285,118,60,1.0,Urban,Y
LP105104,Female,No,3+,Graduate,No,14921,10732,318,360,0.0,Urban,N
LP105105,Male,Yes,2,Not Graduate,Yes,48898,7238,353,180,1.0,Urban,Y
LP105106,Female,No,0,Graduate,No,44957,19369,420,180,0.0,Urban,Y
LP105107,Female,No,2,Graduate,Yes,9004,14049,340,60,1.0,Semiurban,N
LP105108,Male,No,3+,Graduate,Yes,35338,9136,544,120,1.0,Rural,Y
LP105109,Male,No,0,Graduate,Yes,7588,45,524,120,1.0,Urban,Y
LP105110,Male,No,0,Graduate,No,5431,18702,111,120,1.0,Rural,Y
LP105111,Female,Yes,2,Not Graduate,No,5358,8155,237,60,0.0,Semiurban,Y
LP105112,Male,No,0,Graduate,No,42734,19349,590,60,,Rural,N
LP105113,Male,No,1,Not Graduate,No,36366,25622,475,180,0.0,Urban,Y
LP105114,Male,No,3+,Not Graduate,Yes,27825,17905,133,180,1.0,Rural,N
LP105115,Female,Yes,3+,Not Graduate,Yes,39800,11647,606,120,1.0,Rural,N
LP105116,Female,Yes,1,Not Graduate,Yes,47192,2849,304,360,,Rural,Y
LP105117,Male,Yes,1,Graduate,Yes,24586,18472,668,120,1.0,Rural,N
LP105118,Male,Yes,1,Graduate,No,43520,1038,121,120,1.0,Semiurban,N
LP105119,Female,No,2,Not Graduate,Yes,2741,18961,255,360,1.0,Urban,Y
LP105120,Male,Yes,2,Graduate,No,7690,26115,443,120,0.0,Semiurban,Y
LP105121,Female,No,1,Not Graduate,Yes,9405,17416,178,60,1.0,Urban,N
LP105122,Female,Yes,2,Graduate,No,36815,14661,340,180,1.0,Semiurban,Y
LP105123,Female,Yes,0,Not Graduate,No,12992,11200,598,180,0.0,Rural,N
LP105124,Female,No,0,Graduate,No,25523,28655,146,180,1.0,Semiurban,N
LP105125,Male,Yes,2,Not Graduate,No,4996,20247,433,120,1.0,Urban,N
LP105126,Female,No,1,Graduate,No,41997,27847,198,60,0.0,Rural,N
LP105127,Female,No,0,Graduate,Yes,21714,2090,365,60,0.0,Urban,N
LP105128,Female,Yes,2,Graduate,Yes,49888,27615,242,120,0.0,Rural,Y
LP105129,Female,Yes,2,Graduate,Yes,9926,1214,554,180,0.0,Urban,N
LP105130,Female,No,1,Graduate,No,4319,13961,71,60,1.0,Semiurban,Y
LP105131,Male,No,1,Not Graduate,No,35942,17746,241,60,0.0,Urban,Y
LP105132,Female,No,1,Not Graduate,Yes,32502,160,685,180,,Semiurban,N
LP105133,Male,No,2,Graduate,Yes,32987,17340,277,120,1.0,Rural,Y
LP105134,Female,Yes,1,Graduate,No,16425,11418,90,60,1.0,Semiurban,N
LP105135,Male,No,0,Not Graduate,No,21630,5121,528,360,1.0,Semiurban,N
LP105136,Female,Yes,0,Graduate,No,2547,25091,562,360,1.0,Semiurban,N
LP105137,Female,No,3+,Not Graduate,No,10126,10555,222,180,1.0,Semiurban,Y
LP105138,Male,Yes,3+,Not Graduate,Yes,45507,3617,482,60,1.0,Rural,N
LP105139,Male,Yes,0,Graduate,Yes,43796,25887,51,180,0.0,Semiurban,N
LP105140,Female,No,0,Graduate,No,3822,7390,260,360,1.0,Semiurban,N
LP105141,Female,No,2,Not Graduate,No,48007,23252,529,360,1.0,Urban,N
LP105142,Male,Yes,3+,Not Graduate,Yes,40927,18098,259,60,0.0,Semiurban,N
LP105143,Male,Yes,0,Not Graduate,Yes,36947,29159,208,120,1.0,Rural,N
LP105144,Male,No,3+,Graduate,No,5645,986,337,120,0.0,Semiurban,Y
LP105145,Male,Yes,2,Not Graduate,No,10400,18300,617,360,0.0,Rural,N
LP105146,Female,Yes,1,Not Graduate,No,48592,308,412,180,0.0,Rural,N
LP105147,Male,Yes,1,Not Graduate,No,45957,19312,52,120,0.0,Urban,Y
LP105148,Male,No,3+,Graduate,No,36844,12003,263,60,0.0,Semiurban,N
LP105149,Female,No,1,Not Graduate,Yes,16826,9559,197,60,1.0,Rural,N
LP105150,Female,No,3+,Not Graduate,No,36272,29953,66,60,0.0,Rural,Y
LP105151,Male,No,3+,Not Graduate,No,18474,22319,525,60,1.0,Urban,Y
LP105152,Female,Yes,0,Graduate,No,39534,14926,61,60,0.0,Semiurban,N
LP105153,Male,No,0,Graduate,No,3368,5449,634,360,0.0,Urban,Y
LP105154,Female,No,0,Not Graduate,No,44996,19167,91,120,0.0,Semiurban,N
LP105155,Female,No,1,Not Graduate,No,11747,13785,263,360,1.0,Urban,N
LP105156,Female,No,2,Not Graduate,Yes,21604,8776,420,120,1.0,Urban,N
LP105157,Male,Yes,1,Not Graduate,Yes,19313,13090,635,180,1.0,Semiurban,N
LP105158,Male,No,2,Graduate,Yes,3655,11602,288,120,0.0,Urban,Y
LP105159,Female,Yes,2,Not Graduate,Yes,22932,6204,380,60,1.0,Urban,N
LP105160,Male,Yes,2,Not Graduate,Yes,46106,28573,273,180,0.0,Rural,N
LP105161,Male,No,3+,Not Graduate,Yes,26026,18435,372,360,1.0,Urban,Y
LP105162,Female,No,3+,Not Graduate,Yes,45920,26051,458,60,1.0,Rural,N
LP105163,Female,No,1,Not Graduate,Yes,12958,896,348,360,0.0,Rural,N
LP105164,Male,No,1,Not Graduate,No,40708,29889,112,360,1.0,Urban,Y
LP105165,Male,Yes,0,Not Graduate,Yes,33701,28956,244,60,1.0,Urban,N
LP105166,Male,Yes,0,Graduate,Yes,38950,8756,99,360,1.0,Rural,Y
LP105167,Female,Yes,2,Graduate,No,28891,24095,607,120,1.0,Rural,Y
LP105168,Female,No,3+,Not Graduate,No,22113,29872,643,120,1.0,Urban,Y
LP105169,Male,Yes,1,Graduate,Yes,21583,20758,259,120,0.0,Semiurban,Y
LP105170,Female,Yes,2,Not Graduate,Yes,34112,16348,287,180,0.0,Rural,Y
LP105171,Male,No,0,Not Graduate,Yes,31905,11703,613,360,0.0,Rural,Y
LP105172,Female,No,2,Not Graduate,Yes,32906,13861,155,120,0.0,Rural,N
LP105173,Male,No,3+,Not Graduate,No,34845,547,465,360,,Urban,Y
LP105174,Male,Yes,2,Not Graduate,No,5846,2909,614,60,1.0,Semiurban,Y
LP105175,Female,Yes,2,Not Graduate,Yes,37792,27675,173,60,0.0,Urban,Y
LP105176,Female,No,1,Not Graduate,Yes,5867,19136,402,180,0.0,Rural,N
LP105177,Female,Yes,3+,Not Graduate,No,29072,5530,513,360,1.0,Urban,N
LP105178,Female,No,2,Not Graduate,No,33976,9635,567,60,1.0,Semiurban,Y
LP105179,Male,No,1,Not Graduate,Yes,43709,18051,76,360,0.0,Semiurban,Y
LP105180,Male,Yes,0,Graduate,Yes,2256,11911,621,360,0.0,Rural,Y
LP105181,Male,Yes,1,Not Graduate,Yes,9443,22018,290,360,1.0,Urban,N
LP105182,Male,No,1,Graduate,No,6087,19044,503,180,1.0,Rural,N
LP105183,Female,Yes,2,Not Graduate,Yes,24094,22165,179,60,0.0,Semiurban,N
LP105184,Female,No,2,Graduate,No,43868,26568,219,120,0.0,Rural,Y
LP105185,Female,Yes,0,Not Graduate,Yes,23474,27302,443,60,0.0,Urban,Y
LP105186,Male,Yes,0,Not Graduate,Yes,46716,12589,657,360,1.0,Urban,Y
LP105187,Female,Yes,3+,Not Graduate,No,26731,11514,663,180,0.0,Urban,Y
LP105188,Male,No,3+,Not Graduate,No,27906,19321,661,180,1.0,Rural,Y
LP105189,Female,No,2,Graduate,Yes,49781,25291,68,120,1.0,Semiurban,N
LP105190,Female,Yes,0,Not Graduate,Yes,26446,13969,110,360,0.0,Semiurban,Y
LP105191,Female,No,0,Graduate,Yes,3388,11325,358,360,1.0,Semiurban,Y
LP105192,Male,Yes,3+,Graduate,Yes,30770,16318,73,60,1.0,Urban,Y
LP105193,Male,Yes,2,Not Graduate,Yes,48385,23704,541,120,1.0,Rural,Y
LP105194,Female,No,1,Not Graduate,No,1283,22156,219,120,1.0,Rural,Y
LP105195,Female,Yes,3+,Not Graduate,Yes,15293,29085,470,60,0.0,Urban,Y
LP105196,Male,No,2,Graduate,Yes,4278,29672,189,180,1.0,Rural,N
LP105197,Female,No,2,Graduate,Yes,36852,18129,571,180,0.0,Rural,Y
LP105198,Male,Yes,3+,Not Graduate,Yes,39272,3507,127,360,0.0,Rural,Y
LP105199,Male,Yes,1,Not Graduate,No,11439,9828,654,360,0.0,Rural,N
LP105200,Female,No,0,Graduate,No,27348,7067,353,360,0.0,Urban,Y
LP105201,Female,No,0,Graduate,Yes,37480,19099,346,60,0.0,Rural,Y
LP105202,Female,Yes,2,Graduate,Yes,49397,2306,359,120,0.0,Urban,N
LP105203,Female,No,2,Graduate,No,15521,22440,432,60,0.0,Urban,N
LP105204,Male,Yes,1,Graduate,Yes,10617,8105,438,60,,Semiurban,Y
LP105205,Female,No,0,Graduate,Yes,2119,12365,372,360,1.0,Rural,Y
LP105206,Male,Yes,1,Graduate,No,47602,16809,106,60,0.0,Semiurban,Y
LP105207,Male,Yes,0,Graduate,No,32688,3358,487,120,1.0,Semiurban,N
LP105208,Male,Yes,0,Not Graduate,Yes,47978,27561,488,360,,Semiurban,Y
LP105209,Male,Yes,0,Graduate,No,36099,18727,63,180,1.0,Semiurban,N
LP105210,Female,No,3+,Not Graduate,Yes,23327,17507,565,60,0.0,Rural,N
LP105211,Male,Yes,3+,Not Graduate,No,25390,3107,662,180,0.0,Rural,N
LP105212,Female,No,1,Not Graduate,Yes,33533,2133,152,180,0.0,Semiurban,N
LP105213,Female,No,3+,Not Graduate,Yes,26988,29933,657,120,0.0,Urban,N
LP105214,Male,No,2,Not Graduate,No,27050,12864,229,120,1.0,Semiurban,N
LP105215,Female,No,2,Not Graduate,No,6420,9637,230,120,0.0,Semiurban,N
LP105216,Female,Yes,3+,Graduate,No,9424,27793,317,60,0.0,Urban,N
LP105217,Male,No,3+,Not Graduate,Yes,35101,20938,512,360,0.0,Urban,Y
LP105218,Female,Yes,3+,Not Graduate,Yes,17150,23068,655,60,,Urban,Y
LP105219,Female,No,0,Not Graduate,Yes,34233,314,82,120,1.0,Semiurban,Y
LP105220,Male,No,0,Not Graduate,No,22200,23211,349,180,0.0,Urban,N
LP105221,Female,No,3+,Graduate,No,4252,9147,644,180,1.0,Rural,Y
LP105222,Male,Yes,3+,Not Graduate,No,34561,26873,444,360,0.0,Urban,Y
LP105223,Male,Yes,2,Not Graduate,Yes,43374,439,400,180,1.0,Semiurban,N
LP105224,Male,Yes,0,Graduate,Yes,33007,29032,337,120,1.0,Semiurban,N
LP105225,Male,No,1,Not Graduate,Yes,8637,21626,334,360,0.0,Semiurban,Y
LP105226,Female,Yes,2,Not Graduate,Yes,35719,25524,558,60,1.0,Semiurban,N
LP105227,Male,No,0,Not Graduate,No,8372,1434,251,180,1.0,Urban,N
LP105228,Female,No,1,Not Graduate,Yes,48566,29317,127,120,1.0,Urban,N
LP105229,Female,Yes,2,Graduate,No,11115,181,638,360,0.0,Semiurban,N
LP105230,Male,Yes,2,Not Graduate,Yes,6439,15414,578,180,0.0,Rural,Y
LP105231,Female,No,1,Graduate,No,16942,17235,655,120,1.0,Urban,Y
LP105232,Male,No,1,Not Graduate,Yes,26001,3461,617,120,1.0,Rural,Y
LP105233,Male,Yes,0,Graduate,No,12678,3608,550,120,0.0,Rural,N
LP105234,Male,No,2,Not Graduate,Yes,48962,25879,392,120,0.0,Urban,Y
LP105235,Male,Yes,3+,Not Graduate,Yes,21399,4760,61,180,0.0,Urban,N
LP105236,Female,No,0,Graduate,Yes,47913,23559,289,120,1.0,Urban,N
LP105237,Male,No,1,Graduate,No,33522,24614,361,360,0.0,Urban,Y
LP105238,Male,No,0,Not Graduate,Yes,4838,15055,480,60,1.0,Urban,Y
LP105239,Female,No,3+,Graduate,No,26213,20386,167,180,0.0,Rural,N
LP105240,Female,No,2,Graduate,No,1112,23433,578,360,1.0,Urban,Y
LP105241,Female,Yes,3+,Graduate,No,2934,14440,498,120,0.0,Urban,N
LP105242,Female,No,2,Not Graduate,Yes,30293,20941,480,360,0.0,Semiurban,Y
LP105243,Female,No,2,Not Graduate,No,49205,12442,266,60,1.0,Rural,N
LP105244,Male,Yes,3+,Not Graduate,No,9026,17594,134,360,0.0,Rural,Y
LP105245,Male,No,3+,Graduate,Yes,32305,5569,408,60,1.0,Rural,Y
LP105246,Male,Yes,3+,Not Graduate,Yes,23777,1336,393,180,1.0,Urban,Y
LP105247,Male,Yes,3+,Not Graduate,Yes,20505,310,661,180,1.0,Rural,N
LP105248,Female,No,2,Not Graduate,Yes,7223,17553,256,360,1.0,Semiurban,Y
LP105249,Female,Yes,3+,Graduate,Yes,16491,4277,265,360,0.0,Semiurban,N
LP105250,Male,Yes,0,Graduate,Yes,19467,25720,341,60,1.0,Urban,N
LP105251,Male,No,3+,Graduate,No,6769,17658,579,360,1.0,Urban,Y
LP105252,Male,Yes,1,Graduate,Yes,43021,19307,656,120,1.0,Urban,N
LP105253,Male,No,1,Graduate,No,1744,9321,656,180,1.0,Semiurban,Y
LP105254,Male,No,3+,Not Graduate,No,20103,2031,435,360,,Semiurban,Y
LP105255,Male,No,1,Not Graduate,Yes,9033,1547,69,120,0.0,Urban,N
LP105256,Male,Yes,1,Graduate,Yes,39058,18250,484,360,0.0,Semiurban,N
LP105257,Female,Yes,1,Graduate,Yes,35623,13556,525,60,,Urban,N
LP105258,Male,Yes,1,Not Graduate,Yes,28003,2176,123,120,1.0,Rural,N
